"PROVINCIA","ElevacionPromedio","IDH_2019","FallMasc_2ola_mill_hab","FallFem_2ola_mill_hab","CasosMasc_2ola_mill_hab","CasosFem_2ola_mill_hab","Adult_15_64_mill_hab","Mayores_65_mill_hab","Pobreza_mill_hab","PobrezaExt_mill_hab","UCI_2ola_cant_hosp","UCIN_2ola_cant_hosp","VENT_2ola_cant_hosp"
"TAMBOPATA",400,0.62,1729.14903793091,855.376917699864,4883.92627202825,6778.63213273978,766932.783929951,41499.5769103418,68838.7108642066,1918.71160001472,11.3333333333333,46.6666666666667,12.3333333333333
"TARATA",3613.636364,0.43,1233.65408339502,863.557858376511,1727.11571675302,3454.23143350604,529607.69800148,119541.080680977,309806.316308907,159372.070071552,0,0,0
"TARMA",3100,0.48,2250.28578629486,1719.21834072927,2961.37609476403,5346.67902823659,541913.823055528,93161.8315526072,210571.932635445,67796.5201580601,2,33,2.5
"TAYACAJA",2700,0.36,776.229330637591,577.659036753556,2698.75081233302,4007.5095674778,472272.366235829,72198.3536717453,407462.722940284,164704.040002888,4,61,4
"TOCACHE",2300,0.51,946.944787858063,434.016361101612,7654.47036851935,7075.78188705053,637754.162611463,49740.9053844333,229457.479548623,75723.2290817266,2,41,2
"TRUJILLO",1900,0.64,2364.24489877113,1400.44460137558,2967.98770632438,4419.15863914183,678927.187821702,85623.0635720289,158674.79945693,11905.4799357466,4.71875,28.5625,5.40625
"TUMBES",800,0.59,2416.37091293514,1301.12279927277,3636.17353725335,3885.94264604232,608123.885477959,62889.5381594921,101970.736354184,3848.941966438,4.4,25.4,4.6
"UCAYALI",1200,0.4,549.87496890588,327.306529110643,1885.2856076773,1715.08621253977,423364.449274034,39486.2596719079,418770.112986214,153073.277385737,7,28,5
"URUBAMBA",3613.636364,0.54,1258.01415644846,863.937432741713,3622.47449868894,5850.52366733862,663988.965851736,80300.7108537824,283709.929217758,26085.9087257681,0,2,0
"UTCUBAMBA",1900,0.47,1026.04314386293,483.825222309348,2777.82412118988,1851.88274745992,606766.879660989,69453.9448439247,317604.731477002,129563.55628222,8.5,115,2.5
"VICTOR FAJARDO",3500,0.38,983.566247284947,409.819269702061,2745.78910700381,3483.46379246752,503626.900536863,137494.364985042,490140.977828778,296806.688250482,0,0,0
"VILCAS HUAMAN",3100,0.31,949.549995871522,371.563041862769,1733.96086202626,2064.23912145983,433531.500288993,117579.060358352,405138.304021138,265593.675171332,0,0,0
"VIRU",2100,0.5,926.671056161143,658.424171482917,1081.116232188,1373.74919729152,491826.598710789,39920.013656205,286500.59745897,23848.4486388503,0,32.5,0.5
"YAROWILCA",3900,0.3,673.637348797704,117.154321530035,1435.14043874293,1347.27469759541,344609.436780599,72899.2765720646,431008.991594177,218101.221333802,0,0,0
"YAULI",4500,0.64,3641.81168606661,1867.00472513542,7836.80995735853,8897.08424570704,676985.133110522,58222.8880949637,126510.775613691,19321.424455457,2,30,3
"YAUYOS",3312,0.45,1407.58033507278,308.981049162318,2403.18593792914,2815.16067014556,468930.238945345,119060.697610547,237282.683328756,97835.4160944795,0,0,0
"YUNGAY",3412.5,0.34,768.408392356007,534.544968595483,1670.45302686088,2422.15688894828,563878.12374716,92008.5527194975,416116.363757851,124992.817051984,0,25,0
"YUNGUYO",4300,0.37,1481.27105231119,629.032912625299,2069.72119638002,1217.48305669413,497524.451118055,124081.81486141,367015.340286514,120928.330830729,0,11,0
"ZARUMILLA",500,0.51,1323.98196521864,787.23251985973,1968.08129964932,3220.49667215344,577613.969798898,43941.8879267158,90473.4130108066,2377.2632934946,0,11,0
